module,type,name,res_id,src,value
account,view,account.fiscal.position,account.view_account_position_form,Account Mapping,科目一览表
account,field,"account.fiscal.position,account_ids",0,Account Mapping,科目一览表
account,field,"account.fiscal.position.template,account_ids",0,Account Mapping,科目一览表
account,field,"account.use.model,model",0,Account Model,科目模型
account,model,"ir.model,name",account.model_account_model,Account Model,科目模型
account,model,"ir.model,name",account.model_account_model_line,Account Model Entries,凭证模板
account,view,website,account.report_analyticbalance,Account Name,科目名称
account,view,website,account.report_centraljournal,Account Name,科目名称
account,view,website,account.report_invertedanalyticbalance,Account Name,科目名称
account,field,"account.bank.accounts.wizard,acc_name",0,Account Name.,科目名称
account,model,"ir.model,name",account.model_account_partner_ledger,Account Partner Ledger,业务伙伴会计分类账(往来帐)
account,field,"res.partner,property_account_payable",0,Account Payable,应付科目
account,view,account.period,account.view_account_period_form,Account Period,会计期间
account,model,"ir.actions.act_window,name",account.action_account_print_journal,Account Print Journal,打印分录
account,model,"ir.model,name",account.model_account_print_journal,Account Print Journal,打印分录
account,view,product.category,account.view_category_property_form,Account Properties,科目属性
account,field,"res.partner,property_account_receivable",0,Account Receivable,应收科目
account,model,"ir.model,name",account.model_account_move_reconcile,Account Reconciliation,科目对账
account,view,account.financial.report,account.view_account_financial_report_form,Account Report,科目报告
account,view,account.financial.report,account.view_account_financial_report_search,Account Report,科目报告
account,view,account.financial.report,account.view_account_financial_report_tree,Account Report,科目报告
account,field,"account.financial.report,children_ids",0,Account Report,科目报告
account,model,"ir.model,name",account.model_account_financial_report,Account Report,科目报告
account,field,"accounting.report,account_report_id",0,Account Reports,财务报告
account,model,"ir.ui.menu,name",account.menu_account_financial_reports_tree,Account Reports,财务报告
account,view,account.financial.report,account.view_account_report_tree_hierarchy,Account Reports Hierarchy,会计报告树
