module,type,name,res_id,src,value
account,model,"ir.actions.act_window,help",account.action_view_bank_statement_tree,"<p class=""oe_view_nocontent_create"">
                Click to create a new cash log.
              </p><p>
                A Cash Register allows you to manage cash entries in your cash
                journals. This feature provides an easy way to follow up cash
                payments on a daily basis. You can enter the coins that are in
                your cash box, and then post entries when money comes in or
                goes out of the cash box.
              </p>
            ",
account,model,"ir.actions.act_window,help",account.action_account_statement_operation_template,"<p class=""oe_view_nocontent_create"">
                Click to create a statement operation template.
              </p><p>
                Those can be used to quickly create a move line when reconciling
                your bank statements.
              </p>
            ",
account,model,"ir.actions.act_window,help",account.action_account_type_form,"<p class=""oe_view_nocontent_create"">
                Click to define a new account type.
              </p><p>
                An account type is used to determine how an account is used in
                each journal. The deferral method of an account type determines
                the process for the annual closing. Reports such as the Balance
                Sheet and the Profit and Loss report use the category
                (profit/loss or balance sheet).
              </p>
            ",
account,model,"ir.actions.act_window,help",account.action_subscription_form,"<p class=""oe_view_nocontent_create"">
                Click to define a new recurring entry.
              </p><p>
                A recurring entry occurs on a recurrent basis from a specific
                date, i.e. corresponding to the signature of a contract or an
                agreement with a customer or a supplier. You can create such
                entries to automate the postings in the system.
              </p>
            ",
account,model,"ir.actions.act_window,help",account.action_tax_code_list,"<p class=""oe_view_nocontent_create"">
                Click to define a new tax code.
              </p><p>
                Depending on the country, a tax code is usually a cell to fill
                in your legal tax statement. Odoo allows you to define the
                tax structure and each tax computation will be registered in
                one or several tax code.
              </p>
            ",
account,model,"ir.actions.act_window,help",account.action_invoice_tree2,"<p class=""oe_view_nocontent_create"">
                Click to record a new supplier invoice.
              </p><p>
                You can control the invoice from your supplier according to
                what you purchased or received. Odoo can also generate
                draft invoices automatically from purchase orders or receipts.
              </p>
            ",
account,model,"ir.actions.act_window,help",account.action_bank_statement_tree,"<p class=""oe_view_nocontent_create"">
                Click to register a bank statement.
              </p><p>
                A bank statement is a summary of all financial transactions
                occurring over a given period of time on a bank account. You
                should receive this periodicaly from your bank.
              </p><p>
                Odoo allows you to reconcile a statement line directly with
                the related sale or puchase invoices.
              </p>
            ",
account,model,"ir.actions.act_window,help",account.action_invoice_tree4,"<p class=""oe_view_nocontent_create"">
                Click to register a refund you received from a supplier.
              </p><p>
                Instead of creating the supplier refund manually, you can generate
                refunds and reconcile them directly from the related supplier invoice.
              </p>
            ",
account,model,"ir.actions.act_window,help",account.action_account_fiscalyear,"<p class=""oe_view_nocontent_create"">
                Click to start a new fiscal year.
              </p><p>
                Define your company's financial year according to your needs. A
                financial year is a period at the end of which a company's
                accounts are made up (usually 12 months). The financial year is
                usually referred to by the date in which it ends. For example,
                if a company's financial year ends November 30, 2011, then
                everything between December 1, 2010 and November 30, 2011
                would be referred to as FY 2011.
              </p>
            ",
account,model,"ir.actions.act_window,help",account.action_account_moves_all_a,"<p class=""oe_view_nocontent_create"">
                Select the period and the journal you want to fill.
              </p><p>
                This view can be used by accountants in order to quickly record
                entries in Odoo. If you want to record a supplier invoice,
                start by recording the line of the expense account. Odoo
                will propose to you automatically the Tax related to this
                account and the counterpart ""Account Payable"".
              </p>
            ",
account,model,"ir.actions.act_window,help",account.action_bank_tree,"<p class=""oe_view_nocontent_create"">
            Click to setup a new bank account. 
          </p><p>
            Configure your company's bank account and select those that must
            appear on the report footer.
          </p><p>
            If you use the accounting application of Odoo, journals and
            accounts will be created automatically based on these data.
          </p>
        ",
account,model,"ir.actions.act_window,help",account.action_account_manual_reconcile,"<p>
                    No journal items found.
                </p>
            ",
account,model,"ir.actions.act_window,help",account.action_account_analytic_account_tree2,"<p>
                Click to add a new analytic account.
              </p><p>
                The normal chart of accounts has a structure defined by the
                legal requirement of the country. The analytic chart of
                accounts structure should reflect your own business needs in
                term of costs/revenues reporting.
              </p><p>
                They are usually structured by contracts, projects, products or
                departements. Most of the Odoo operations (invoices,
                timesheets, expenses, etc) generate analytic entries on the
                related account.
              </p>
            ",
account,view,account.bank.statement,account.view_bank_statement_form2,= Theoretical Closing Balance,
account,model,"ir.model,name",account.model_temp_range,A Temporary table used for Dashboard view,
account,model,"ir.actions.act_window,help",account.action_account_period_tree,"A period is a fiscal period of time during which accounting entries should be recorded for accounting related activities. Monthly period is the norm but depending on your countries or company needs, you could also have quarterly periods. Closing a period will make it impossible to record new accounting entries, all new entries should then be made on the following open period. Close a period when you do not want to record new entries and want to lock this period for tax related calculation.",
account,code,addons\account\account_bank_statement.py,743,A selected move line was already reconciled.,
account,sql_constraint,account.fiscal.position.tax,0,A tax fiscal position could be defined only once time on same taxes.,
account,view,website,account.report_centraljournal,A/C No.,
account,view,account.entries.report,account.view_account_entries_report_search,Acc.Type,
account,view,account.account,account.view_account_form,Account,
account,view,account.account,account.view_account_search,Account,
account,field,"account.automatic.reconcile,writeoff_acc_id",0,Account,
account,field,"account.bank.statement.line,account_id",0,Account,
account,field,"account.entries.report,account_id",0,Account,
account,field,"account.invoice,account_id",0,Account,
account,field,"account.invoice.line,account_id",0,Account,
account,field,"account.invoice.report,account_id",0,Account,
account,field,"account.journal,account_control_ids",0,Account,
account,field,"account.model.line,account_id",0,Account,
account,view,account.move.line,account.view_account_move_line_filter,Account,
account,field,"account.move.line,account_id",0,Account,
account,field,"account.move.line.reconcile.select,account_id",0,Account,
account,field,"account.move.line.unreconcile.select,account_id",0,Account,
account,field,"account.statement.operation.template,account_id",0,Account,
account,code,addons\account\static\src\js\account_widgets.js,59,Account,
account,code,addons\account\static\src\js\account_widgets.js,65,Account,
account,code,addons\account\static\src\xml\account_bank_statement_reconciliation.xml,139,Account,
account,code,addons\account\static\src\xml\account_bank_statement_reconciliation.xml,161,Account,
account,view,analytic.entries.report,account.view_analytic_entries_report_search,Account,
account,field,"analytic.entries.report,account_id",0,Account,
account,model,"ir.model,name",account.model_account_account,Account,
account,field,"report.account.sales,account_id",0,Account,
account,view,website,account.report_journal,Account,
account,view,website,account.report_partnerledger,Account,
account,view,website,account.report_partnerledgerother,Account,
account,view,website,account.report_salepurchasejournal,Account,
account,view,website,account.report_trialbalance,Account,
account,model,"ir.model,name",account.model_account_aged_trial_balance,Account Aged Trial balance Report,
account,model,"ir.model,name",account.model_account_analytic_balance,Account Analytic Balance,
account,model,"ir.model,name",account.model_account_analytic_chart,Account Analytic Chart,
account,model,"ir.model,name",account.model_account_analytic_cost_ledger,Account Analytic Cost Ledger,
account,model,"ir.model,name",account.model_account_analytic_cost_ledger_journal_report,Account Analytic Cost Ledger For Journal Report,
account,model,"ir.model,name",account.model_account_analytic_inverted_balance,Account Analytic Inverted Balance,
account,model,"ir.model,name",account.model_account_analytic_journal_report,Account Analytic Journal,
account,model,"ir.actions.act_window,name",account.action_account_automatic_reconcile,Account Automatic Reconcile,
account,field,"account.tax,base_code_id",0,Account Base Code,
account,model,"ir.actions.act_window,name",account.action_account_central_journal,Account Central Journal,
account,model,"ir.model,name",account.model_account_central_journal,Account Central Journal,
account,view,account.account,account.view_account_form,Account Code and Name,
account,model,"ir.model,name",account.model_account_common_account_report,Account Common Account Report,
account,model,"ir.model,name",account.model_account_common_journal_report,Account Common Journal Report,
account,model,"ir.model,name",account.model_account_common_partner_report,Account Common Partner Report,
account,model,"ir.model,name",account.model_account_common_report,Account Common Report,
account,field,"account.analytic.line,currency_id",0,Account Currency,
account,field,"account.fiscal.position.account,account_dest_id",0,Account Destination,
account,field,"account.fiscal.position.account.template,account_dest_id",0,Account Destination,
account,view,account.move,account.view_move_form,Account Entry,
account,model,"ir.model,name",account.model_account_move,Account Entry,
account,model,"ir.actions.act_window,name",account.action_account_general_journal,Account General Journal,
account,model,"ir.model,name",account.model_account_general_journal,Account General Journal,
account,view,account.journal,account.view_account_journal_form,Account Journal,
account,view,account.journal,account.view_account_journal_tree,Account Journal,
account,field,"res.partner.bank,journal_id",0,Account Journal,
account,model,"ir.model,name",account.model_account_journal_select,Account Journal Select,
account,field,"account.invoice.report,account_line_id",0,Account Line,
account,view,account.fiscal.position,account.view_account_position_form,Account Mapping,
account,field,"account.fiscal.position,account_ids",0,Account Mapping,
account,field,"account.fiscal.position.template,account_ids",0,Account Mapping,
account,field,"account.use.model,model",0,Account Model,
account,model,"ir.model,name",account.model_account_model,Account Model,
account,model,"ir.model,name",account.model_account_model_line,Account Model Entries,
account,view,website,account.report_analyticbalance,Account Name,
account,view,website,account.report_centraljournal,Account Name,
account,view,website,account.report_invertedanalyticbalance,Account Name,
account,field,"account.bank.accounts.wizard,acc_name",0,Account Name.,
account,model,"ir.model,name",account.model_account_partner_ledger,Account Partner Ledger,
account,field,"res.partner,property_account_payable",0,Account Payable,
account,view,account.period,account.view_account_period_form,Account Period,
account,model,"ir.actions.act_window,name",account.action_account_print_journal,Account Print Journal,
account,model,"ir.model,name",account.model_account_print_journal,Account Print Journal,
account,view,product.category,account.view_category_property_form,Account Properties,
account,field,"res.partner,property_account_receivable",0,Account Receivable,
account,model,"ir.model,name",account.model_account_move_reconcile,Account Reconciliation,
account,view,account.financial.report,account.view_account_financial_report_form,Account Report,
account,view,account.financial.report,account.view_account_financial_report_search,Account Report,
account,view,account.financial.report,account.view_account_financial_report_tree,Account Report,
account,field,"account.financial.report,children_ids",0,Account Report,
account,model,"ir.model,name",account.model_account_financial_report,Account Report,
account,field,"accounting.report,account_report_id",0,Account Reports,
account,model,"ir.ui.menu,name",account.menu_account_financial_reports_tree,Account Reports,
account,view,account.financial.report,account.view_account_report_tree_hierarchy,Account Reports Hierarchy,
account,model,"ir.ui.menu,name",account.menu_account_report_tree_hierarchy,Account Reports Hierarchy,
account,field,"account.fiscal.position.account,account_src_id",0,Account Source,
account,field,"account.fiscal.position.account.template,account_src_id",0,Account Source,
account,model,"ir.actions.act_window,name",account.action_account_state_open,Account State Open,
account,model,"ir.model,name",account.model_account_state_open,Account State Open,
account,view,account.account,account.account_account_graph,Account Statistics,
account,view,account.bank.statement,account.account_cash_statement_graph,Account Statistics,
account,view,account.move.line,account.account_move_line_graph,Account Statistics,
account,view,account.subscription,account.view_subscription_search,Account Subscription,
account,model,"ir.model,name",account.model_account_subscription,Account Subscription,
account,model,"ir.model,name",account.model_account_subscription_line,Account Subscription Line,
account,view,account.tax,account.view_tax_form,Account Tax,
account,view,account.tax,account.view_tax_tree,Account Tax,
account,field,"account.tax,tax_code_id",0,Account Tax Code,
account,view,account.tax.code,account.view_tax_code_form,Account Tax Code,
account,view,account.tax.code,account.view_tax_code_search,Account Tax Code,
account,view,account.tax.code,account.view_tax_code_tree,Account Tax Code,
account,view,account.tax.code.template,account.view_tax_code_template_form,Account Tax Code Template,
account,view,account.tax.code.template,account.view_tax_code_template_tree,Account Tax Code Template,
account,model,"ir.actions.act_window,name",account.action_account_vat_declaration,Account Tax Declaration,
account,view,account.tax.template,account.view_account_tax_template_form,Account Tax Template,
account,view,account.tax.template,account.view_account_tax_template_tree,Account Tax Template,
account,view,account.account.template,account.view_account_template_form,Account Template,
account,view,account.account.template,account.view_account_template_search,Account Template,
account,view,account.account.template,account.view_account_template_tree,Account Template,
account,view,account.chart.template,account.view_account_chart_template_seacrh,Account Template,
account,model,"ir.actions.act_window,name",account.action_account_template_form,Account Templates,
account,model,"ir.ui.menu,name",account.menu_action_account_template_form,Account Templates,
account,view,website,account.report_agedpartnerbalance,Account Total,
account,view,account.account,account.view_account_search,Account Type,
account,field,"account.account,user_type",0,Account Type,
account,view,account.account.template,account.view_account_template_search,Account Type,
account,field,"account.account.template,user_type",0,Account Type,
account,view,account.account.type,account.view_account_type_form,Account Type,
account,view,account.account.type,account.view_account_type_search,Account Type,
account,view,account.account.type,account.view_account_type_tree,Account Type,
account,field,"account.account.type,name",0,Account Type,
account,field,"account.bank.accounts.wizard,account_type",0,Account Type,
account,field,"account.entries.report,user_type",0,Account Type,
account,selection,"account.financial.report,type",0,Account Type,
account,model,"ir.model,name",account.model_account_account_type,Account Type,
account,field,"report.account.receivable,type",0,Account Type,
account,field,"report.account_type.sales,user_type",0,Account Type,
account,help,"account.account,user_type",0,"Account Type is used for information purpose, to generate country-specific legal reports, and set the rules to close a fiscal year and generate opening entries.",
account,field,"account.financial.report,account_type_ids",0,Account Types,
account,model,"ir.actions.act_window,name",account.action_account_type_form,Account Types,
account,model,"ir.ui.menu,name",account.menu_action_account_type_form,Account Types,
account,model,"ir.model,name",account.model_account_unreconcile,Account Unreconcile,
account,model,"ir.model,name",account.model_account_unreconcile_reconcile,Account Unreconcile Reconcile,
account,model,"ir.model,name",account.model_account_vat_declaration,Account Vat Declaration,
account,constraint,account.move.line,0,Account and Period must belong to the same company.,
account,model,"ir.model,name",account.model_account_chart,Account chart,
account,view,account.chart,account.view_account_chart,Account charts,
account,view,account.account,account.view_account_form,Account code,
account,model,"ir.model,name",account.model_account_move_line_reconcile,Account move line reconcile,
account,model,"ir.model,name",account.model_account_move_line_reconcile_writeoff,Account move line reconcile (writeoff),
account,view,account.account,account.view_account_form,Account name,
account,view,website,account.report_analyticjournal,Account n°,
account,model,"ir.model,name",account.model_account_period,Account period,
account,model,"ir.actions.report.xml,name",account.action_report_vat,Account tax,
account,model,"ir.model,name",account.model_account_tax_chart,Account tax chart,
account,view,account.tax.chart,account.view_account_tax_chart,Account tax charts,
account,field,"account.bank.statement,account_id",0,Account used in this journal,
account,model,"res.groups,name",account.group_account_user,Accountant,
account,model,"ir.ui.menu,name",account.menu_finance_reporting,Accounting,
account,view,product.template,account.product_template_form_view,Accounting,
account,view,res.partner,account.view_partner_property_form,Accounting,
account,view,account.config.settings,account.view_account_config_settings,Accounting & Finance,
account,view,account.installer,account.view_account_configuration_installer,Accounting Application Configuration,
account,view,wizard.multi.charts.accounts,account.view_wizard_multi_chart,Accounting Application Configuration,
account,view,account.move,account.view_move_form,Accounting Documents,
account,view,account.move.line,account.view_move_line_form,Accounting Documents,
account,view,res.partner.bank,account.view_partner_bank_form_inherit,Accounting Information,
account,field,"account.installer,charts",0,Accounting Package,
account,view,account.invoice,account.invoice_form,Accounting Period,
account,model,"ir.model,name",account.model_accounting_report,Accounting Report,
account,model,"ir.ui.menu,name",account.final_accounting_reports,Accounting Reports,
account,view,res.partner,account.view_partner_property_form,Accounting-related settings are managed on,
account,view,account.account,account.view_account_search,Accounts,
account,field,"account.financial.report,account_ids",0,Accounts,
account,selection,"account.financial.report,type",0,Accounts,
account,view,account.journal,account.view_account_journal_form,Accounts,
account,model,"ir.actions.act_window,name",account.action_account_form,Accounts,
account,model,"ir.ui.menu,name",account.account_account_menu,Accounts,
account,model,"ir.ui.menu,name",account.account_template_accounts,Accounts,
account,model,"ir.ui.menu,name",account.menu_action_account_form,Accounts,
account,model,"ir.ui.menu,name",account.menu_analytic,Accounts,
account,view,account.journal,account.view_account_journal_form,Accounts Allowed (empty for no control),
account,model,"ir.model,name",account.model_account_fiscal_position_account,Accounts Fiscal Position,
account,view,account.fiscal.position,account.view_account_position_form,Accounts Mapping,
account,view,account.fiscal.position.template,account.view_account_position_template_form,Accounts Mapping,
account,view,account.journal,account.view_account_journal_form,Accounts Type Allowed (empty for no control),
account,view,report.account.receivable,account.view_crm_case_user_form,Accounts by Type,
account,view,report.account.receivable,account.view_crm_case_user_graph,Accounts by Type,
account,view,report.account.receivable,account.view_crm_case_user_tree,Accounts by Type,
account,field,"account.automatic.reconcile,account_ids",0,Accounts to Reconcile,
account,model,"ir.actions.act_window,name",account.act_account_renew_view,Accounts to Renew,
account,field,"account.account,active",0,Active,
account,field,"account.analytic.journal,active",0,Active,
account,field,"account.fiscal.position,active",0,Active,
account,field,"account.journal.period,active",0,Active,
account,field,"account.payment.term,active",0,Active,
account,field,"account.tax,active",0,Active,
account,view,account.addtmpl.wizard,account.view_account_addtmpl_wizard_form,Add,
account,view,account.move,account.view_move_form,Add an internal note...,
account,view,account.move.line,account.view_move_line_form,Add an internal note...,
account,field,"account.invoice,comment",0,Additional Information,
account,view,account.invoice,account.invoice_form,Additional notes...,
account,field,"account.account,adjusted_balance",0,Adjusted Balance,
account,view,account.journal,account.view_account_journal_form,Advanced Settings,
account,view,account.aged.trial.balance,account.account_aged_balance_view,Aged Partner Balance,
account,model,"ir.actions.act_window,name",account.action_account_aged_balance_view,Aged Partner Balance,
account,model,"ir.actions.report.xml,name",account.action_report_aged_partner_balance,Aged Partner Balance,
account,model,"ir.ui.menu,name",account.menu_aged_trial_balance,Aged Partner Balance,
account,view,account.aged.trial.balance,account.account_aged_balance_view,"Aged Partner Balance is a more detailed report of your receivables by intervals. When opening that report, Odoo asks for the name of the company, the fiscal period and the size of the interval to be analyzed (in days). Odoo then calculates a table of credit balance by period. So if you request an interval of 30 days Odoo generates an analysis of creditors for the past month, past two months, and so on.",
account,model,"ir.actions.act_window,name",account.action_aged_receivable_graph,Aged Receivable,
account,view,report.aged.receivable,account.view_aged_recv_graph,Aged Receivable,
account,view,report.aged.receivable,account.view_aged_recv_tree,Aged Receivable,
account,model,"ir.model,name",account.model_report_aged_receivable,Aged Receivable Till Today,
account,view,website,account.report_agedpartnerbalance,Aged Trial Balance,
account,selection,"account.balance.report,display_account",0,All,
account,selection,"account.common.account.report,display_account",0,All,
account,selection,"account.report.general.ledger,display_account",0,All,
account,selection,"account.tax,type_tax_use",0,All,
account,selection,"account.tax.template,type_tax_use",0,All,
account,selection,"account.aged.trial.balance,target_move",0,All Entries,
account,selection,"account.balance.report,target_move",0,All Entries,
account,selection,"account.central.journal,target_move",0,All Entries,
account,selection,"account.chart,target_move",0,All Entries,
account,selection,"account.common.account.report,target_move",0,All Entries,
account,selection,"account.common.journal.report,target_move",0,All Entries,
account,selection,"account.common.partner.report,target_move",0,All Entries,
account,selection,"account.common.report,target_move",0,All Entries,
account,selection,"account.general.journal,target_move",0,All Entries,
account,selection,"account.partner.balance,target_move",0,All Entries,
account,selection,"account.partner.ledger,target_move",0,All Entries,
account,selection,"account.print.journal,target_move",0,All Entries,
account,selection,"account.report.general.ledger,target_move",0,All Entries,
account,selection,"account.tax.chart,target_move",0,All Entries,
account,selection,"account.vat.declaration,target_move",0,All Entries,
account,selection,"accounting.report,target_move",0,All Entries,
account,code,addons\account\report\common_report_header.py,67,All Entries,
account,selection,"account.partner.balance,display_partner",0,All Partners,
account,selection,"account.aged.trial.balance,target_move",0,All Posted Entries,
account,selection,"account.balance.report,target_move",0,All Posted Entries,
account,selection,"account.central.journal,target_move",0,All Posted Entries,
account,selection,"account.chart,target_move",0,All Posted Entries,
account,selection,"account.common.account.report,target_move",0,All Posted Entries,
account,selection,"account.common.journal.report,target_move",0,All Posted Entries,
account,selection,"account.common.partner.report,target_move",0,All Posted Entries,
account,selection,"account.common.report,target_move",0,All Posted Entries,
account,selection,"account.general.journal,target_move",0,All Posted Entries,
account,selection,"account.partner.balance,target_move",0,All Posted Entries,
account,selection,"account.partner.ledger,target_move",0,All Posted Entries,
account,selection,"account.print.journal,target_move",0,All Posted Entries,
account,selection,"account.report.general.ledger,target_move",0,All Posted Entries,
